2016-04-13	|A better budget would be, no surplus the Congress is not eligible for reelection nor lobbing. And even better,if the entire national debt exceeds 2% of gross GDP no Congress member ever is eligible for reelection.
The establishment is spending Americans future with out consideration for the people who must pay the debt. What a shame they are, Reed must be out along with Ryan.|
2016-04-13	Hear hear Chris! Until both parties recognize that what makes America great is its middle class, and consequently doing all they can to support the middle class, we should get rid of these guys, both Dem and Rep
2016-04-13	I guess before they could consider alternatives to the current process, they would have to review coherent proposals. Your's isn't one.
2016-04-13	Jeff Foster That's not an answer, but it is a ice attempt at deflection. One thing I have learned is that when Dems say they want to help the middle class, what they really want is to help themselves to the wallets and purses of the middle class.
2016-04-13	If the house and senate cannot pass a budget, then they should not be paid by the people until they are able to pass a budget. Time to hold them accountable for doing actual work, not giving political speeches about why they cannot support this or that.
2016-04-13	Did you feel that way when Dems controlled the process?
2016-04-13	Michael Bryant when dems controlled the process, stuff actually worked.
2016-04-13	Michael Bryant Didn't have that problem when the Democrats CONTROLLED the congress. We did have the phone in filibuster, where the right called in the filibuster, and didn't have to say why.
2016-04-13	kinda hard to figure out why the republican congress even bothers to show up for work........or whatever they show up for.....
2016-04-13	While the DC madam was murdered, her institution went underground. See Cruz
2016-04-13	Omprakash Choudhary I see english is not your first language.
2016-04-13	Omprakash Choudhary
2016-04-13	I am agianst granting driver's licenses to undocumented immigrants. This not needed, and sends the WRONG message, IMHO.
2016-04-13	The Indocumentados are going to drive, anyway. You prefer to have an accident with uninsured people? That implies that you prefer them to have unsafe sex with your daughters.
2016-04-13	Ramon F. Herrera your a jerk and a perv, she wrote drivers licenses...go take you asinine arguments over to huff po.
2016-04-13	|::> Google job WITHOUT INVESTMENT <::
I j­­­u­­­s­­­t g­­­o­­­t p­­­a­­­i­­­d $­­­6­­­7­­­8­­­4 w­­­o­­­r­­­k­­­i­­­n­­­g o­­­f­­­f m­­­y l­­­a­­­p­­­t­­­o­­­p t­­­h­­­i­­­s m­­­o­­­n­­­t­­­h. A­­­n­­­d i­­­f y­­­o­­­u t­­­h­­­i­­­n­­­k t­­­h­­­a­­­t­­­'­­­s c­­­o­­­o­­­l, ­­­m­­­y d­­­i­­­v­­­o­­­r­­­c­­­e­­­d f­­­r­­­i­­­e­­­n­­­d h­­­a­­­s t­­­w­­­i­­­n t­­­o­­­d­­­d­­­le­­­r­­­s a­­­n­­­d m­­­a­­­d­­­e o­­­v­­­e­­­r $­­­9­­­k h­­­e­­­r f­­­i­­­r­­­s­­­t m­­­o­­­n­­­t­­­h. I­­­t f­­­e­­­e­­­l­­­s s­­­o g­­­o­­­o­­­d­­­ m­­­a­­­k­­­i­­­n­­­g s­­­o m­­­u­­­c­­­h m­­­o­­­n­­­e­­­y w­­­h­­­e­­­n o­­­t­­­h­­­e­­­r p­­­e­­­o­­­ple h­­­a­­­v­­­e t­­­o w­­­o­­­r­­­k f­­­o­­­r s­­­o m­­­u­­­c­­­h l­­­e­­­s­­­s. T­­­h­­­i­­­s i­­­s w­­­h­­­a­­­t I­­­ d­­­o­­­,:

Joine now ►►►►► https://www.facebook.com/Soza-Mony-1540556929574465/...|
2016-04-13	|Hillary continues her campaign against actual American citizens.

And at the same time proposes a new office of useless bureaucrats to further tax American citizens to pay for benefits for foreign immigrants.

What a piece of work. How about she sells off her $3000 Neiman Marcus jumpsuit collection to finance this new bureaucracy?|
2016-04-13	|"Hillary continues her campaign against actual American citizens"
===========================
Social Conservatives (aka Anti-Immigrants):

By far, most of the people (and specially INSTITUTIONS) demanding Immigration Reform are as American as you are.

Furthermore, they have higher Moral Authority since they are something you never were and never will be: Job Creators.|
2016-04-13	Jonathan, I saw in your Facebook page something: You love dogs (good for you!) and you hate people. You are a typical Social Conservative.
2016-04-13	Jonathan, the libs wet dream is more and bogger govt at every turn.
2016-04-13	They already have that Clot, it's called ICE
2016-04-13	ICE does not exist anymore and you racists are dying in record numbers, in the most irresponsible way (not leaving your share of descendants, biological or ideological).
2016-04-13	Funny how a newcomer like you, Gorodetsky, hates Immigrants. I guess you only dislike the Brown ones?
2016-04-13	Ramon F. Herrera I dislike those that come here illegally La Raza drone
2016-04-13	|I wrote the following years ago.

Notice the part (5) about Sanctuary Cities

----------------------------------------------------------------------------------

The Immigration Reform by the Gang of Eight includes:

(1) Hundreds of new wall miles...See More|
2016-04-13	|Social Conservatives: How can you possibly say "We do not owe the Incocumentados anything"??? The fact is that you (and me) owe them a lot!

Answer the following:

- Have you stayed in a hotel?
- Do you own stock? 401K?
- Do you eat?

If you answered "Yes" to any of the above, YOU OWE the indocumentados.|
2016-04-13	Time for Senator Leahy to break through the throat clearing of his own fear of the Clinton reprisal machine and stand up for the 86% of Vermont Dems who voted for Bernie. Merkley is a hero.
2016-04-13	Never been more proud of my senator. In addition to Leahy, how about Warren?
2016-04-13	|::> Google job WITHOUT INVESTMENT <::
I j­­­u­­­s­­­t g­­­o­­­t p­­­a­­­i­­­d $­­­6­­­7­­­8­­­4 w­­­o­­­r­­­k­­­i­­­n­­­g o­­­f­­­f m­­­y l­­­a­­­p­­­t­­­o­­­p t­­­h­­­i­­­s m­­­o­­­n­­­t­­­h. A­­­n­­­d i­­­f y­­­o­­­u t­­­h­­­i­­­n­­­k t­­­h­­­a­­­t­­­'­­­s c­­­o­­­o­­­l, ­­­m­­­y d­­­i­­­v­­­o­­­r­­­c­­­e­­­d f­­­r­­­i­­­e­­­n­­­d h­­­a­­­s t­­­w­­­i­­­n t­­­o­­­d­­­d­­­le­­­r­­­s a­­­n­­­d m­­­a­­­d­­­e o­­­v­­­e­­­r $­­­9­­­k h­­­e­­­r f­­­i­­­r­­­s­­­t m­­­o­­­n­­­t­­­h. I­­­t f­­­e­­­e­­­l­­­s s­­­o g­­­o­­­o­­­d­­­ m­­­a­­­k­­­i­­­n­­­g s­­­o m­­­u­­­c­­­h m­­­o­­­n­­­e­­­y w­­­h­­­e­­­n o­­­t­­­h­­­e­­­r p­­­e­­­o­­­ple h­­­a­­­v­­­e t­­­o w­­­o­­­r­­­k f­­­o­­­r s­­­o m­­­u­­­c­­­h l­­­e­­­s­­­s. T­­­h­­­i­­­s i­­­s w­­­h­­­a­­­t I­­­ d­­­o­­­,:

Joine now ►►►►►https://www.facebook.com/Soza-Mony-1540556929574465/...|
2016-04-13	Roger Weingarten...a hero? For making a political endorsement? Might I suggest you look up 'hero' in the dicitonary?
2016-04-13	|Well of course Sanders will win Oregon, so it's hardly some risk.

It's more ridiculous how lopsided the superdelegates are - 470ish to less than 40?

The Democratic Party is like some third world banana republic the way they run their elections. 30% of the votes needed for the nomination owned by party hacks. Lol.

They should just change their name to the Communists with that system.|
2016-04-13	More like 15%, but I agree that the system is flawed.
2016-04-13	Ben Falk I would be more concerned if the superdelegates didn't break for the popular vote and pledged delegate winner in every single election.
2016-04-13	|Most of us want to have good income but dont know how to do that on Internet there are a lot of methods to earn huge sum at home, but whenever Buddies try that they get trapped in a scam/fraud so I thought to share with you a genuine and guaranteed method for free to earn huge sum of money at home anyone of you interested should visit the page. I am more than sure that you will get best result.
Best Of Luck for new Initiative!

https://www.facebook.com/Prove-Your-Living.../...|
2016-04-13	Don't tell Bernie actually got an endorsement from someone who had to work with him. Will wonders ever cease? I must buy a lottery ticket there's somrthing strange in the air.
2016-04-13	I should look to see how long he has even worked with him?!
2016-04-13	|"Having a good voting record" is kinda the minimum duty of his job, after showing up for work.
Where are all his accomplishments over 30 years? If he's going to persuade all 50 states to have a "revolution" then why can't he persuade more co-workers to support him?|
2016-04-13	An Oregon Senator endorsing Bernie Sanders.....now that is news.
2016-04-13	yay
2016-04-13	Here's a reminder: Sanders won the last 8/9 states despite Hillary polling better than Sanders in those states. Yet here we are, reading yet another poll showing Hillary is leading. Don't take it seriously because it's meaningless.
2016-04-13	Sanders only win in caucus where there is most whites. There is not the numbers of delegates to sanders to pass Clinton. He have to win 70% of the remaining states to beat Clinton. NOT going to happend.
2016-04-13	Jon Fulton oh Bernie bro why are you lying. You know that's not true. Sanders was always polling way ahead of Clinton In all white states like Idaho Utah Wyoming Maine Alaska WA and KS. Bernie panders is mostly winning small all white caucus states. Caucus is so undemocratic because it leaves out and deny so many workers like nurses and police, fire, and emergency workers and service industry workers like waitresses, part time workers and shift workers who cannot leave their jobs at a said specific time because they have to work. Majority of These voters are Hillary Clinton supporters. It's not like a primary where you have all day to vote or send in absentees Ballots. You have to show up in person . Only the privilege white folks who have 9-5 jobs can go caucus. Bernie is only winning when he disenfranchise people from voting. This is shameful.
2016-04-13	|::> Google job WITHOUT INVESTMENT <::
I j­­­u­­­s­­­t g­­­o­­­t p­­­a­­­i­­­d $­­­6­­­7­­­8­­­4 w­­­o­­­r­­­k­­­i­­­n­­­g o­­­f­­­f m­­­y l­­­a­­­p­­­t­­­o­­­p t­­­h­­­i­­­s m­­­o­­­n­­­t­­­h. A­­­n­­­d i­­­f y­­­o­­­u t­­­h­­­i­­­n­­­k t­­­h­­­a­­­t­­­'­­­s c­­­o­­­o­­­l, ­­­m­­­y d­­­i­­­v­­­o­­­r­­­c­­­e­­­d f­­­r­­­i­­­e­­­n­­­d h­­­a­­­s t­­­w­­­i­­­n t­­­o­­­d­­­d­­­le­­­r­­­s a­­­n­­­d m­­­a­­­d­­­e o­­­v­­­e­­­r $­­­9­­­k h­­­e­­­r f­­­i­­­r­­­s­­­t m­­­o­­­n­­­t­­­h. I­­­t f­­­e­­­e­­­l­­­s s­­­o g­­­o­­­o­­­d­­­ m­­­a­­­k­­­i­­­n­­­g s­­­o m­­­u­­­c­­­h m­­­o­­­n­­­e­­­y w­­­h­­­e­­­n o­­­t­­­h­­­e­­­r p­­­e­­­o­­­ple h­­­a­­­v­­­e t­­­o w­­­o­­­r­­­k f­­­o­­­r s­­­o m­­­u­­­c­­­h l­­­e­­­s­­­s. T­­­h­­­i­­­s i­­­s w­­­h­­­a­­­t I­­­ d­­­o­­­,:

Joine now ►►►►► https://www.facebook.com/Soza-Mony-1540556929574465/...|
2016-04-13	Nonsense, Bernie was polling better at the time of the vote or the polls were too old to be meaningful or non exsistent.
2016-04-13	LOL you only like polls that suit your candidate. Now can't really blame you for that, but calling them nonexistent or lacking meaning is just denial. Alas, he will lose Maryland no matter what poll you like.
2016-04-13	Mark Keeler this I'm from the DMV area and the same way VA voted so to will MD and DC on 6/14. In fact I expect a total sweep of the Mid-Atlantic.
2016-04-13	It's looking more and more like Trump vs. Clinton.
2016-04-13	The betting houses had their odds on that since the beginning.
2016-04-13	I don't think Trump will get enough delegates to secure the nomination before the convention. There's little chance he'd be the GOP nominee in a brokered convention, despite him being ahead both in delegate count and popular vote.
2016-04-13	Ignacio Martín I think you are wrong. If he doesn't get to the magic number, I would expect that some deal making will be going on behind the scenes. If he gets 1,100 or more, my bet is that there will be a deal with Kasich or Rubio to release their delegates to Trump.
2016-04-13	what happened to that Cruzmentum we heard so much about
2016-04-13	Bernie needs to win 57 percent of the outstanding votes to overtake Hillary in the pledged delegate race. That is just impossible considering that more or less half of the Democratic voters in NY, CA, PA, MD, DE, CT, NJ and NM are blacks and Latinos. Exit polls have shown that Hillary enjoys the consistent solid support from these minority groups. Bernie would have a hard time winning those states let alone get 57% of the votes or win by a 14-point margin. Moreover, these states have closed primaries which means that independents cannot vote and Bernie can't rely on them to earn a huge victory.
2016-04-13	|It really amazes me that in every single article Politco STILL lists the superdelegates in Clintons totals as if they have already voted.

Its been posted at least a dozen times that they need to stop doing this. It is an obvious attempt to suppress Bernie Sanders voters by making it seem that Clintons lead is insurmountable. Not a single superdelegate has voted yet and including their voted in the totals is an intentional deception by the Politco writers.

Stop it Politico.|
2016-04-13	|::> Google job WITHOUT INVESTMENT <::
I j­­­u­­­s­­­t g­­­o­­­t p­­­a­­­i­­­d $­­­6­­­7­­­8­­­4 w­­­o­­­r­­­k­­­i­­­n­­­g o­­­f­­­f m­­­y l­­­a­­­p­­­t­­­o­­­p t­­­h­­­i­­­s m­­­o­­­n­­­t­­­h. A­­­n­­­d i­­­f y­­­o­­­u t­­­h­­­i­­­n­­­k t­­­h­­­a­­­t­­­'­­­s c­­­o­­­o­­­l, ­­­m­­­y d­­­i­­­v­­­o­­­r­­­c­­­e­­­d f­­­r­­­i­­­e­­­n­­­d h­­­a­­­s t­­­w­­­i­­­n t­­­o­­­d­­­d­­­le­­­r­­­s a­­­n­­­d m­­­a­­­d­­­e o­­­v­­­e­­­r $­­­9­­­k h­­­e­­­r f­­­i­­­r­­­s­­­t m­­­o­­­n­­­t­­­h. I­­­t f­­­e­­­e­­­l­­­s s­­­o g­­­o­­­o­­­d­­­ m­­­a­­­k­­­i­­­n­­­g s­­­o m­­­u­­­c­­­h m­­­o­­­n­­­e­­­y w­­­h­­­e­­­n o­­­t­­­h­­­e­­­r p­­­e­­­o­­­ple h­­­a­­­v­­­e t­­­o w­­­o­­­r­­­k f­­­o­­­r s­­­o m­­­u­­­c­­­h l­­­e­­­s­­­s. T­­­h­­­i­­­s i­­­s w­­­h­­­a­­­t I­­­ d­­­o­­­,:

Joine now ►►►►► https://www.facebook.com/Soza-Mony-1540556929574465/...|
2016-04-13	Omprakash Choudhary AKA - Prem Signh = spam
2016-04-13	Bernie Bros wishing the Superdelegates away doesn't actually make them go away. They're delegates that are supporting Clinton. Clinton currently leads the race by 2.5 million votes. The superdelegates pledged to Clinton aren't going anywhere.
2016-04-13	We won't be having a contested convention. Bernie is psycho and thinks he can rewrite the rules. Go back to Vermont.
2016-04-13	|Most of us want to have good income but dont know how to do that on Internet there are a lot of methods to earn huge sum at home, but whenever Buddies try that they get trapped in a scam/fraud so I thought to share with you a genuine and guaranteed method for free to earn huge sum of money at home anyone of you interested should visit the page. I am more than sure that you will get best result.
Best Of Luck for new Initiative!

https://www.facebook.com/Prove-Your-Living.../...|
2016-04-13	Wow, Lauren Brown, your're such a "democrat".
2016-04-13	|Rewriting rules? Sounds more like Hillary Clinton's attempt to make democrats less honest, more open to pandering, less worried about what's moral or ethical, and more prone to switching a position when it doesn't win votes.

Bernie has 50+ years of consistency on the issues. Hillary started off as a young conservative who worked hard for Goldwater and was against gay marriage until 2013. I want to know what my President plans to do with our country and there is no conceivable way to know which position Secretary Clinton will take once she holds the highest position in this nation. Bernie is consistent and trustworthy. Any candidate who can sweep their state in the primaries tells me everything I need to know about the job they've been doing.|
2016-04-13	please remove the superdelegates from the graphic
2016-04-13	O.k. We'll remove the superdelegates. Clinton currently leads Sanders without superdelegates by twice as many delegates as Obama ever led Clinton in 2012. Time to say night-night, Bernie Bros!
2016-04-13	Stephen Davis It's going to be a contested convention, get used to the idea. http://www.huffingtonpost.com/.../a-contested-democratic...
2016-04-13	Stephen Davis She has a 195 lead, every day it's a erodimg.
2016-04-13	|Dem primariy process not rigged?

City votes have less value than rural votes - favoring the more conservative leaning-republican voters - and working against the majority of voters, who are more liberal, by the way.

Rural votes have less value than super delegate votes.

Primaries were front-loaded to favor Hillary.

There was a universal "Bernie Blackout" until the surprise in Iowa. Because of that blackout, people in NY didn't even know that Bernie was running for president. If you didn't register AS A DEM before the OCTOBER deadline (six months before), you can't vote in this week's pri...See More|
2016-04-13	|blah blah blah - Bernie started his campaign on May 26 2015 - If YOU don't know how to vote in your state then YOU are to blame.
Good God you people stop blaming everyone else for Bernie's and Berniebros lacking.|
2016-04-13	Roy Carl I didn't know that Bernie was running until January of this year. That's because of the DNC's "Bernie Blackout". Bernnie's base is independents who have to register as Democrats to vote for him. This also makes it imposibble for another of Bernie's bases (millenials) to vote for him even if they're Dems.
2016-04-13	Gail Newman You didn't know Bernie was running until January of this year because you're an idiot. Either that or you've been escaping from a locked box as part of a magic trick somewhere.
2016-04-13	The DNC is just as crooked as the RNC..Theyre both rigging the election to elect their insider candidate..Something needs to change folks
2016-04-13	Yes, imagine that. The DNC is set up so that it doesn't get taken hostage by some fire-breathing populist who, by his own admission, is only running in the Democratic primary so that he can make use of DNC machinery.
2016-04-13	He'll be looking for a job come November
2016-04-13	Oh I do not think so. People like you will be picking up the pieces of what is left of the GOP or not.
2016-04-13	|::> Google job WITHOUT INVESTMENT <::
I j­­­u­­­s­­­t g­­­o­­­t p­­­a­­­i­­­d $­­­6­­­7­­­8­­­4 w­­­o­­­r­­­k­­­i­­­n­­­g o­­­f­­­f m­­­y l­­­a­­­p­­­t­­­o­­­p t­­­h­­­i­­­s m­­­o­­­n­­­t­­­h. A­­­n­­­d i­­­f y­­­o­­­u t­­­h­­­i­­­n­­­k t­­­h­­­a­­­t­­­'­­­s c­­­o­­­o­­­l, ­­­m­­­y d­­­i­­­v­­­o­­­r­­­c­­­e­­­d f­­­r­­­i­­­e­­­n­­­d h­­­a­­­s t­­­w­­­i­­­n t­­­o­­­d­­­d­­­le­­­r­­­s a­­­n­­­d m­­­a­­­d­­­e o­­­v­­­e­­­r $­­­9­­­k h­­­e­­­r f­­­i­­­r­­­s­­­t m­­­o­­­n­­­t­­­h. I­­­t f­­­e­­­e­­­l­­­s s­­­o g­­­o­­­o­­­d­­­ m­­­a­­­k­­­i­­­n­­­g s­­­o m­­­u­­­c­­­h m­­­o­­­n­­­e­­­y w­­­h­­­e­­­n o­­­t­­­h­­­e­­­r p­­­e­­­o­­­ple h­­­a­­­v­­­e t­­­o w­­­o­­­r­­­k f­­­o­­­r s­­­o m­­­u­­­c­­­h l­­­e­­­s­­­s. T­­­h­­­i­­­s i­­­s w­­­h­­­a­­­t I­­­ d­­­o­­­,:

Joine now ►►►►► https://www.facebook.com/Soza-Mony-1540556929574465/...|
2016-04-13	Oh boy. He is a senator and not up for re-election. If he is the vp nominee he will not surrender his senate seat until after the election, which Clinton and he would win by quite a lot.
2016-04-13	The press needs to step back and take a deep breath instead of trying to control the message of who will be the the person selected as VP for the Democrats. You already have enough to write about the Republicans and you already tried to stir the pot with the Democrats with that Washington Post article about the qualified as President aricle that was never said nor true. Just to let you know, the public which has grown tired of your antics are now getting pretty pissed. Some advice. Pour a glass of wine. Smell the aroma and do your job instead of creating the news.
2016-04-13	|Most of us want to have good income but dont know how to do that on Internet there are a lot of methods to earn huge sum at home, but whenever Buddies try that they get trapped in a scam/fraud so I thought to share with you a genuine and guaranteed method for free to earn huge sum of money at home anyone of you interested should visit the page. I am more than sure that you will get best result.
Best Of Luck for new Initiative!

https://www.facebook.com/Prove-Your-Living.../...|
2016-04-13	In other words, I accept.
2016-04-13	|All VP candidates will have to contribute to the Clinton "Foundation" for their
names to be considered. The amount of the contribution will be taken into consideration
of course. But personal attributes will not be ignored altogether. Good luck men. (And it
will be a man.)|
2016-04-13	It was nice of him to acknowledge the service to Virginia of Republican John Warner. He certainly isn't the only Dem who appreciated Warner's ability to reach across the aisle to get things done; to encourage progress.
2016-04-13	Bernie supporters = Trump supporters. Same tactics. The candidates bear some responsibility for this. They are both promoting this nonsense with heated rhetoric.
2016-04-13	in that both supporters are against 1%....but trump supporters = racism/anti- education/climate change...
2016-04-13	Sara Brightman Their politics might be on two ends of the spectrum but their tactics are not. THAT is the point.
2016-04-13	|Lou Kaye
Why care what's in them? It's none of our business.|
2016-04-13	More of the Sanders trademark bullying. Where are those tax returns Bernie? What are you hiding? The people want to know.
2016-04-13	Jane Sanders cannot seem to find hers and Bernie's tax returns. Just like she could not find the time to keep the universityi she Presidented from going into bankruptcy....
2016-04-13	Lou Kaye Sanders won't release them. They show a huge amount of income. Just start: with $176,000 salary, for which he has done nothing for ONE year; with $46,000 in Social Security benefits. How much has the campaign paid Jane Sanders for standing there and doing nothing. How much has he reported for capital gains? How much has he reported for rental properties income? How much from his huge US Government retirement package that you paid for? It is a very, very large income. They are multi-millionaires but try to plead poverty - that they are just like you. Ha!!! Has he reported her $200,000 package that Burlington College paid her to get the hell out? She took the college to the brink of bankruptcy. So, until many more people bark, like he does, about not releasing his taxes, we will never see them.
2016-04-13	I'm curious...what do you think he is hiding? He is the poorest member of Congress. Why the Hail Mary play?
2016-04-13	The delegates are big boys and girls. Pretending they are being "bullied" is nonsense.
2016-04-13	|Totally agree, and am surprised that this is something MoveOn wants to take on.
